Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Internet_Access,Family_Income,Extra_Activities,School_Type,Final_Exam_Score,Pass_Fail_Status,Attendance_Category,Study_Efficiency_Index,Risk_Level,Performance_Grade
STU1305,Female,17,90.64753118317176,4.144687739859691,68.62888050950671,Associate's,Yes,Medium,No,Private,100,Pass,Good,3.7570571114344107,Low,O
STU1210,Male,18,92.55671906135294,8.165055538409657,62.89822081050228,High School,No,Medium,Yes,Public,90,Pass,Good,7.557307515889264,Medium,O
STU1810,Male,15,89.38389751575187,1.4095130276021417,81.03239485290764,High School,Yes,Low,Yes,Public,86,Pass,Good,1.2598776800630695,Medium,A+
STU1986,Female,15,92.79181039067808,1.5844539064212997,47.84510347327972,Associate's,No,Medium,Yes,Public,77,Pass,Good,1.4702434645741442,High,A
STU1334,Male,18,89.48106116747982,1.951611507603824,58.23190180414405,Master's,Yes,High,Yes,Public,89,Pass,Good,1.746322686870553,Medium,A+
STU1960,Female,17,92.55671906135294,10.0,72.71895884509513,Associate's,Yes,Medium,Yes,Public,100,Pass,Good,9.255671906135293,Low,O
STU1385,Female,17,87.10971979992084,2.768761467789026,60.545408270106265,Associate's,Yes,Medium,No,Public,81,Pass,Good,2.4118603565191963,Medium,A+
STU1057,Male,17,99.80003568330233,5.112190168047594,87.0299487498,Associate's,No,Medium,No,Public,96,Pass,Excellent,5.101967611909772,Low,O
STU1140,Female,16,94.0523435062959,5.456885330690977,71.47289840453854,High School,No,Medium,No,Private,100,Pass,Good,5.132328535966148,Low,O
STU1332,Female,17,96.65457254168231,1.676012354765385,84.34332373564054,Associate's,Yes,Low,No,Private,97,Pass,Excellent,1.6199425772442668,Medium,O
STU1446,Female,15,92.60790624264116,4.316387633789969,78.16362040638182,Master's,Yes,Medium,No,Public,98,Pass,Good,3.9973162129691717,Low,O
STU1860,Male,17,93.8411399728152,6.973071791126763,56.83343005111067,Bachelor's,Yes,Medium,Yes,Public,93,Pass,Good,6.543610059916158,Medium,O
STU1008,Female,17,93.91322679129765,1.8242486148837065,73.41973377740004,High School,Yes,Medium,No,Public,93,Pass,Good,1.7132107389328413,Medium,O
STU1056,Female,16,88.74132914123032,4.705087932784487,69.43324213626818,Associate's,Yes,Low,No,Public,91,Pass,Good,4.175357568816591,Low,O
STU1792,Female,17,98.19553114388806,9.313457331006225,76.1102276536861,Bachelor's,Yes,High,Yes,Public,100,Pass,Excellent,9.145398894040943,Low,O
STU1533,Female,17,84.8006698811366,9.041428432420291,81.45746165632156,High School,No,Medium,Yes,Private,100,Pass,Borderline,7.667191877515956,Medium,O
STU1763,Male,15,85.64540383212687,5.236000775504887,93.58877080828384,High School,Yes,Medium,No,Public,90,Pass,Good,4.484394008834455,Low,O
STU1521,Female,15,93.36491851677908,2.7259282774373483,40.0,Associate's,Yes,High,No,Public,88,Pass,Good,2.54506071505522,Medium,A+
STU1822,Male,15,95.09234886145924,2.4116177794099403,46.75799889929399,High School,No,Medium,No,Public,84,Pass,Excellent,2.293263992001477,Medium,A+
STU1905,Male,17,93.11068225382157,4.021565841537169,56.839162049452725,Bachelor's,Yes,Low,Yes,Private,87,Pass,Good,3.7445073923418986,Medium,A+
STU1152,Male,17,89.01062546247243,6.856106752163793,65.18499025696856,Associate's,Yes,Medium,No,Private,94,Pass,Good,6.102663502475798,Low,O
STU1911,Female,16,89.7405837627343,2.6892840949573777,80.24051045218279,Bachelor's,Yes,High,Yes,Public,93,Pass,Good,2.413379245853117,Low,O
STU1568,Male,15,91.05966637836532,2.431889461952749,95.14612756826108,Master's,Yes,Low,No,Public,93,Pass,Good,2.2144704307447967,Low,O
STU1117,Female,15,96.00687868644104,1.338958524489147,89.77063548783998,Master's,Yes,Low,No,Public,98,Pass,Excellent,1.2854922862680564,Medium,O
STU1939,Male,16,91.1744525427358,2.0264466968660444,42.05151139461042,High School,No,Medium,Yes,Public,73,Pass,Good,1.847601681937969,Medium,A
STU1502,Female,16,78.24058773378846,2.9012308157462403,88.38627576487426,Associate's,No,Medium,Yes,Private,86,Pass,Borderline,2.2699400417536437,Medium,A+
STU1422,Female,16,85.95099247305538,4.20421059152745,64.56436291300243,Associate's,Yes,Medium,Yes,Public,94,Pass,Good,3.6135607290751555,Medium,O
STU1720,Female,15,96.88645180644832,1.7471087229636848,91.29425204169895,Master's,Yes,Low,No,Public,96,Pass,Excellent,1.6927116508804654,Medium,O
STU1824,Male,17,96.4289634084147,3.10398980522866,48.323820000181925,High School,Yes,Medium,No,Private,86,Pass,Excellent,2.9931451934848674,Medium,A+
STU1376,Male,18,92.73299469599851,1.860593128684,92.08727756693722,Bachelor's,Yes,Medium,Yes,Public,91,Pass,Good,1.7253837273366466,Medium,O
STU1205,Female,16,96.21669221470748,2.5885300596756933,49.30291329780112,Associate's,Yes,High,No,Public,81,Pass,Excellent,2.4905980004033457,Medium,A+
STU1772,Female,17,91.75022233916096,3.96039308936503,65.61285928594108,Associate's,Yes,High,Yes,Public,97,Pass,Good,3.6336694649971806,Low,O
STU1231,Female,18,96.21901801824453,4.706990743377206,92.08232210061112,Associate's,Yes,Medium,Yes,Private,100,Pass,Excellent,4.529020271487216,Low,O
STU1226,Male,17,98.2254799318686,6.2148814238148455,70.91751389990597,Associate's,Yes,Medium,Yes,Public,99,Pass,Excellent,6.104597105738681,Low,O
STU1417,Male,15,90.10516854489066,3.451709023676641,69.56020159404325,High School,Yes,Low,No,Public,86,Pass,Good,3.1101682334630367,Low,A+
STU1001,Male,15,94.84710587571116,3.5656791177416185,78.44974445527714,Associate's,No,Medium,Yes,Public,98,Pass,Good,3.381943447992517,Low,O
STU1122,Female,18,95.30965876798714,5.153165972297864,49.5032606332631,Associate's,Yes,Medium,No,Public,91,Pass,Excellent,4.911464903945121,Medium,O
STU1463,Female,15,88.77576673855758,7.5397980061521634,51.41657739056401,Associate's,No,Medium,Yes,Private,100,Pass,Good,6.69351349050006,Medium,O
STU1347,Female,16,91.43913361332258,1.676781919145273,66.5944421893953,Associate's,Yes,Medium,Yes,Public,86,Pass,Good,1.533234859451281,Medium,A+
STU1183,Female,17,83.18321428964023,7.34098677667946,75.63153157835778,High School,Yes,Medium,No,Public,100,Pass,Borderline,6.106468761419428,Medium,O
STU1853,Male,18,94.80993726370023,4.361395796891904,61.52420086379368,Associate's,Yes,Medium,No,Public,95,Pass,Good,4.1350366188548735,Medium,O
STU1139,Male,16,92.54105003926207,4.812535144580327,82.54965988847448,High School,Yes,Medium,No,Public,99,Pass,Good,4.453570556303154,Low,O
STU1115,Female,16,94.06618600049312,4.286050547998755,72.34113916454062,High School,Yes,High,No,Public,99,Pass,Good,4.031724280555664,Low,O
STU1959,Male,17,93.9311749096322,7.022079099782468,70.959333010302,Associate's,Yes,High,Yes,Public,100,Pass,Good,6.595921401509397,Low,O
STU1211,Female,16,92.38408336135772,4.538080175743801,66.65337715785688,Bachelor's,Yes,Low,Yes,Public,91,Pass,Good,4.192463772564402,Low,O
STU1523,Female,16,97.26949588728309,2.1832493653522533,70.93920099847112,Bachelor's,Yes,Low,Yes,Public,96,Pass,Excellent,2.123635651640444,Low,O
STU1401,Male,15,89.0929365882917,4.8397426085623785,90.27253559155405,High School,Yes,Low,Yes,Public,95,Pass,Good,4.311868813283015,Low,O
STU1903,Male,17,89.12133210758506,4.847381260650685,78.90129385187724,High School,Yes,Medium,No,Private,100,Pass,Good,4.320050751825341,Low,O
STU1282,Male,17,98.66241237543105,2.139281214879901,74.93700392021728,Bachelor's,Yes,Medium,Yes,Public,93,Pass,Excellent,2.110666454094939,Low,O
STU1574,Female,18,90.21317956488852,3.6449647402840113,44.84223851093827,High School,Yes,Medium,No,Public,73,Pass,Good,3.2882385862292876,Medium,A
STU1136,Male,15,91.3480663271662,1.443589339036626,63.6004159675136,Bachelor's,Yes,Medium,No,Public,91,Pass,Good,1.318690946915077,Medium,O
STU1513,Female,18,97.45919744096702,4.682832408949086,53.85592425526109,Bachelor's,Yes,Medium,No,Private,89,Pass,Excellent,4.563850883267281,Medium,A+
STU1219,Female,17,78.7773911610018,2.911916759569525,66.67908392137741,Master's,Yes,Medium,Yes,Public,84,Pass,Borderline,2.293932055968853,Medium,A+
STU1525,Female,16,97.83068658023782,5.456412194416897,54.07883116758329,Associate's,Yes,Medium,No,Public,95,Pass,Excellent,5.338045512445872,Medium,O
STU1918,Female,16,87.03044702980577,3.148636354712048,67.57047272313008,High School,Yes,Low,Yes,Public,89,Pass,Good,2.740272294848876,Low,A+
STU1460,Male,17,98.92811531034135,4.79841365968652,73.91012539107098,Bachelor's,Yes,High,Yes,Public,99,Pass,Excellent,4.746980198321851,Low,O
STU1017,Male,15,96.34505223703728,4.546912069426932,82.23216450992413,Bachelor's,Yes,Medium,No,Public,100,Pass,Excellent,4.38072480846153,Low,O
STU1314,Female,17,91.63142193487283,3.392474293237578,71.0277139591344,Bachelor's,Yes,High,No,Public,96,Pass,Good,3.1085724336686207,Low,O
STU1032,Male,16,85.97760454966003,4.7558833979667785,59.14430006794831,Associate's,Yes,Medium,No,Public,85,Pass,Good,4.088994620746811,Medium,A+
STU1843,Male,16,95.75768447213972,5.979826626478123,67.90023965221924,Master's,Yes,High,No,Public,100,Pass,Excellent,5.726143512963917,Low,O
STU1815,Female,15,93.0919614859691,1.0,61.9750766112981,High School,No,Medium,Yes,Public,77,Pass,Good,0.930919614859691,Medium,A
STU1241,Female,18,85.28011577506766,7.665696695830644,73.02340882479888,Associate's,No,High,No,Private,100,Pass,Good,6.5373150171699095,Low,O
STU1335,Male,18,96.14416576291262,2.859291893139273,62.77270050127293,Master's,Yes,Medium,No,Public,92,Pass,Excellent,2.749042337385345,Medium,O
STU1007,Male,17,98.05553733631326,2.401567437205504,67.41189670829216,High School,Yes,Medium,No,Public,91,Pass,Excellent,2.3548698550457847,Low,O
STU1933,Female,16,88.33792810208809,1.7546452940457693,76.04504751280417,High School,Yes,Low,No,Public,87,Pass,Good,1.5500172983008236,Medium,A+
STU1675,Male,17,90.64909868308796,3.594050938316991,47.1884333509398,Master's,No,Low,No,Public,83,Pass,Good,3.2579747817954177,Medium,A+
STU1202,Male,15,92.11457739949552,5.367639951005499,67.32383229240533,Bachelor's,Yes,Medium,Yes,Public,100,Pass,Good,4.944378857195203,Low,O
STU1621,Male,16,87.69591936041883,3.091239755735629,74.74324974694105,High School,Yes,Medium,Yes,Private,85,Pass,Good,2.710891123427125,Low,A+
STU1169,Male,15,94.89626030333116,1.8533557144993345,50.72151110653144,High School,Yes,Medium,No,Public,80,Pass,Good,1.7587652631779516,High,A+
STU1483,Male,16,82.3224257762287,6.506613677855181,78.45020552367771,Bachelor's,Yes,Low,No,Private,94,Pass,Borderline,5.356402215498275,Medium,O
STU1268,Female,16,91.00432006082173,5.993840224648482,64.55119504076933,Associate's,Yes,Medium,No,Private,99,Pass,Good,5.45465354197338,Medium,O
STU1029,Female,16,95.98557001770128,1.8971095039700565,65.06135800054896,High School,Yes,Low,Yes,Public,82,Pass,Excellent,1.820951371245644,Medium,A+
STU1382,Female,16,96.18946963055714,6.038743919427526,56.466079741703865,High School,Yes,Medium,No,Private,100,Pass,Excellent,5.808635748444857,Medium,O
STU1835,Female,17,92.96019058722626,9.066013683238763,65.54430146302664,High School,Yes,Low,Yes,Public,100,Pass,Good,8.427783598602765,Low,O
STU1646,Female,17,92.61886761565238,2.839207906273244,100.0,High School,No,Medium,No,Private,99,Pass,Good,2.6296422120443514,Low,O
STU1619,Female,16,91.47482348458512,3.176462726698692,81.6932811755014,Bachelor's,Yes,Medium,No,Public,100,Pass,Good,2.9056636723012677,Low,O
STU1900,Male,17,79.44825140135168,1.0,69.74356456935998,Bachelor's,Yes,Low,Yes,Public,78,Pass,Borderline,0.7944825140135169,Medium,A
STU1242,Female,17,95.92849495992604,9.083637751010212,50.75706988829417,High School,No,Low,No,Private,100,Pass,Excellent,8.71379698215577,Medium,O
STU1511,Female,17,97.6219762589342,3.7715188358513614,79.47037612724633,High School,Yes,Medium,No,Public,91,Pass,Excellent,3.681831222536047,Low,O
STU1190,Male,17,85.15377675295305,5.150935478668578,47.58381992766393,Bachelor's,Yes,Low,No,Private,90,Pass,Good,4.386216098194095,Medium,O
STU1435,Male,15,94.82809670933348,2.7008333021022515,51.41856054366365,High School,Yes,High,No,Private,86,Pass,Good,2.561148815675408,Medium,A+
STU1773,Male,18,93.02672886188128,3.888549237666301,80.44955817659131,Associate's,No,Low,No,Public,100,Pass,Good,3.6173901559845816,Low,O
STU1719,Male,18,87.65189171194409,2.667047578472445,81.7058448273342,Bachelor's,Yes,High,No,Private,98,Pass,Good,2.3377176553886945,Low,O
STU1871,Male,17,85.23309932316621,3.804694769587683,65.86097753752442,Associate's,Yes,Low,No,Public,88,Pass,Good,3.2428592719059797,Low,A+
STU1727,Male,16,92.5113541175364,2.929739542908384,78.55598047202102,Associate's,Yes,Low,No,Private,90,Pass,Good,2.7103417232614677,Low,O
STU1108,Female,17,95.41130795429385,5.699648891821829,82.50348064099835,Bachelor's,Yes,Medium,Yes,Private,99,Pass,Excellent,5.438109556489621,Low,O
STU1821,Female,15,90.36580973303828,2.4080283544781818,62.13197434376731,Master's,Yes,Low,No,Public,96,Pass,Good,2.176034321125366,Medium,O
STU1938,Female,17,93.89270931526384,5.169119089894416,80.28307114947364,High School,Yes,Medium,No,Public,98,Pass,Good,4.853425961234375,Low,O
STU1043,Male,16,92.22516380595916,7.7279611747491455,78.32771632079476,High School,Yes,High,Yes,Public,100,Pass,Good,7.127124852273325,Low,O
STU1280,Female,16,95.26776035580671,3.892318069089417,77.24079066677803,Associate's,Yes,High,Yes,Private,100,Pass,Excellent,3.708124250345869,Low,O
STU1336,Male,17,93.3813204557288,6.475014799917968,77.94598402968217,High School,Yes,Low,No,Private,96,Pass,Good,6.046454319867265,Low,O
STU1031,Female,15,89.9319755570179,5.366763977892916,83.26990695773019,Bachelor's,Yes,Low,Yes,Public,100,Pass,Good,4.8264368688014985,Low,O
STU1640,Male,18,93.6542731486604,6.90728127077767,47.63228915128676,Associate's,Yes,Low,No,Public,96,Pass,Good,6.468964068480379,Medium,O
STU1803,Female,16,84.71958426864754,1.1119847846633877,74.62333783841646,High School,Yes,High,No,Public,84,Pass,Borderline,0.9420688866974376,Medium,A+
STU1232,Female,15,93.25437541997138,2.019264611908736,82.52024971050119,Bachelor's,Yes,Medium,Yes,Private,100,Pass,Good,1.8830526019120006,Low,O
STU1099,Male,17,88.85918502328443,2.900029770842592,92.75147610868773,Bachelor's,No,Low,No,Public,91,Pass,Good,2.57694281980335,Low,O
STU1767,Female,17,98.90048233876452,1.980625727620715,94.6080136508383,High School,Yes,Low,No,Public,93,Pass,Excellent,1.9588483979425515,Medium,O
STU1186,Female,18,99.23832169091044,4.337721736076063,81.44727585601422,Bachelor's,No,Medium,No,Private,99,Pass,Excellent,4.304682250503709,Low,O
STU1608,Male,17,86.17948667059176,4.78593539312506,73.49648283636557,Bachelor's,Yes,Low,No,Public,93,Pass,Good,4.124494554181344,Low,O
STU1674,Female,17,94.32843969438954,3.557260351886356,73.20543540542538,High School,Yes,Medium,No,Private,92,Pass,Good,3.3555081858015505,Low,O
STU1400,Female,17,94.25606899802028,2.313264577040711,67.9576055395136,Bachelor's,Yes,Medium,No,Private,96,Pass,Good,2.1803922558422544,Low,O
STU1477,Male,17,92.83429968024132,3.271042390216672,60.96447673874931,High School,Yes,Medium,Yes,Private,89,Pass,Good,3.0366492952014736,Medium,A+
STU1998,Male,15,93.55134710419892,7.406160857937207,71.65380335838879,Bachelor's,Yes,Low,No,Public,100,Pass,Good,6.928563251304154,Low,O
STU1641,Male,16,89.78512497638211,3.8346725701672977,72.14311176925771,Associate's,Yes,Medium,Yes,Public,89,Pass,Good,3.442965559559752,Low,A+
STU1364,Female,17,94.0017578365008,7.356544689826956,67.63327452589293,High School,Yes,Medium,Yes,Public,100,Pass,Good,6.915281324465094,Low,O
STU1348,Male,16,81.24862914189725,2.5466984137937447,59.90637202081795,High School,Yes,Low,Yes,Private,82,Pass,Borderline,2.0691575495858596,Medium,A+
STU2000,Male,16,90.76135909096048,4.4971189891211925,75.81918645072246,Associate's,Yes,Medium,No,Private,98,Pass,Good,4.081646314464058,Low,O
STU1896,Male,17,93.02002303744824,1.0,69.50898785828352,Associate's,Yes,Medium,No,Public,80,Pass,Good,0.9302002303744824,Medium,A+
STU1892,Female,16,93.00738927068664,10.0,52.652283168247,Bachelor's,Yes,Medium,No,Public,100,Pass,Good,9.300738927068664,Medium,O
STU1932,Female,16,86.7601057869341,5.021872397671913,90.3759216277708,Bachelor's,No,Medium,No,Public,100,Pass,Good,4.356981804704996,Low,O
STU1750,Female,15,98.87795949721016,1.689601580550129,72.82672340067425,High School,Yes,Medium,No,Public,86,Pass,Excellent,1.6706435664805792,Medium,A+
STU1587,Male,17,95.6859221356296,4.030016226166116,61.25344938339232,High School,Yes,Low,Yes,Public,85,Pass,Excellent,3.856158188222548,Medium,A+
STU1091,Male,18,92.55671906135294,4.537565255815652,84.68614955537319,High School,Yes,Medium,Yes,Public,100,Pass,Good,4.199821526050854,Low,O
STU1107,Male,16,95.04017907831418,1.0,79.34144458803196,Associate's,Yes,High,No,Private,98,Pass,Excellent,0.9504017907831418,Medium,O
STU1529,Male,17,89.22853094659773,6.371388879697392,79.80106689697973,Associate's,No,Low,Yes,Public,94,Pass,Good,5.6850966982488735,Low,O
STU1700,Female,16,90.52189301439046,3.464698435902508,66.94069697626657,Bachelor's,Yes,Medium,Yes,Public,90,Pass,Good,3.136310611418928,Low,O
STU1544,Female,16,97.34835906343817,5.9181174334941655,52.52701913612982,High School,Yes,Medium,Yes,Public,93,Pass,Excellent,5.761190208953832,Medium,O
STU1943,Female,17,93.84496752397806,9.747624814966269,90.38596523530256,Master's,Yes,High,Yes,Public,100,Pass,Good,9.14765534196432,Low,O
STU1490,Female,16,88.99967051841767,9.052143431639852,65.52722278159233,High School,No,Low,Yes,Private,100,Pass,Good,8.056377829014055,Low,O
STU1356,Female,18,97.24148141784067,5.38417400320288,66.93513737892366,High School,Yes,Medium,No,Public,97,Pass,Excellent,5.235650562828737,Low,O
STU1583,Female,16,91.21030635555798,6.926318037795783,65.69809763162087,High School,Yes,Low,Yes,Public,97,Pass,Good,6.317515901433805,Low,O
STU1461,Male,16,79.0865121533214,2.019117833273012,63.651370506394976,High School,Yes,Medium,Yes,Public,77,Pass,Borderline,1.5968498706013403,Medium,A
STU1320,Male,15,98.18493654941946,3.8727628399553216,85.07744417045001,Associate's,Yes,Medium,No,Public,100,Pass,Excellent,3.802469737119628,Low,O
STU1564,Male,16,94.45450761082448,1.7076741545054563,71.604116366073,Master's,Yes,Medium,No,Private,94,Pass,Good,1.6129752142354388,Medium,O
STU1836,Male,17,92.20807963484296,6.407562794415181,83.2254883781853,Bachelor's,Yes,Low,No,Public,97,Pass,Good,5.908290604126919,Low,O
STU1558,Male,16,98.56098789616551,2.680836896504566,56.99969360659141,Associate's,Yes,Medium,No,Public,90,Pass,Excellent,2.6422593290798044,Medium,O
STU1326,Female,16,92.47174526608764,2.028027108190241,55.33653582558019,Bachelor's,No,Medium,Yes,Public,84,Pass,Good,1.8753520614128831,Medium,A+
STU1830,Male,16,88.20794456200622,4.663808475048029,84.5818184844546,Associate's,Yes,Medium,No,Public,100,Pass,Good,4.113849594148514,Low,O
STU1404,Female,17,74.77699668780808,9.653530759789623,78.74686871709919,Master's,No,Low,Yes,Public,100,Pass,Critical,7.218620376504421,Medium,O
STU1418,Male,15,85.30453967282057,2.1862597279649374,74.53877799833097,Master's,Yes,Medium,No,Public,87,Pass,Good,1.864978796992749,Low,A+
STU1690,Male,17,93.73558734845668,2.3190460118015217,78.85237757276576,High School,Yes,Medium,No,Public,89,Pass,Good,2.1737714000431163,Low,A+
STU1739,Male,16,94.4521611543781,8.186704292895685,64.07966221307109,Bachelor's,Yes,Low,Yes,Public,100,Pass,Good,7.732519131958223,Medium,O
STU1906,Female,15,89.00766377718689,5.921699257712222,60.00421338822932,Bachelor's,No,Low,No,Public,85,Pass,Good,5.2707661652006665,Medium,A+
STU1009,Female,15,95.02847829137852,3.0679083720230147,63.67750932645377,Associate's,No,Medium,Yes,Public,85,Pass,Excellent,2.9153866413072747,Medium,A+
STU1858,Male,16,84.35700536584163,3.445312667052685,81.40867245900428,High School,Yes,High,Yes,Private,97,Pass,Borderline,2.906362591415655,Medium,O
